ITS2 type profile		A1-A1gr-A1gd-A1mm-A1bf	A1/A1gr/A1gd	A1/A1h-A1dl	A1-A1gr-A1mm	A1/A1gd-A1g	A1/A1gd	A1/A1bx-A1bw-A1bf	A1-A1ee-A1mm	C3k/C3-C50a-C3ba-C29-C21ab-C50f-C3dq-C3a	C3k/C3-C50a-C3ba-C50f-C3dq-C21ab-C3a-C3b	C3/C50b-C3bm-C50f-C21-C3b-C3acq	C3bo/C3k/C3-C3bp-C50a-C3jq-C3a-C3dq	C50b/C3-C3bm-C50f-C21-C3b-C21ba	C3k/C3-C3ba-C3a-C50f-C3dq-C50a-C3acr-C50aj	C21/C3a	C3-C3k-C50a-C3.10-C3gj-C3b-C21cf	C21/C1	C1/C42.2	C3k	C50b	C50b/C3-C21	C31	C3k/C1/C3-C1c-C50a-C3dq-C1b-C3ba-C50y	C3k/C3-C50a-C29-C21ab-C3b	C3f/C3ae/C3/C3fl-C50a-C3bj-C3h	C3k-C3-C50a-C29-C21ab-C50f-C3ba-C3dq	C50b-C3-C3bm-C50f-C21-C3b	C42.2/C1-C1b-C42u-C42a-C3-C115k-C115l	D1-D17i-D17s-D1r-D17r
227553	A101-20	0	0	0	0	0	0	0	0	40525.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227642	A186-24	0	0	0	0	0	0	0	0	32095.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227596	A140-24	0	0	0	0	0	0	0	0	55139.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227634	A178-24	0	0	0	0	0	0	0	0	17019.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227560	A108-20	0	0	0	0	0	0	0	0	46079.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227575	A121-24	0	0	0	0	0	0	0	0	42518.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227760	A301-24	0	0	0	0	0	0	0	0	36271.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227816	A356-24	0	0	0	0	0	0	0	0	15635.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227746	A287-24	0	0	0	0	0	0	0	0	48448.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227603	A147-24	0	0	0	0	0	0	0	0	60142.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227705	A245-24	3287.0	0	0	0	0	0	0	0	63249.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227589	A133-24	0	0	0	0	0	0	0	0	39053.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227704	A244-24	4417.0	0	0	0	0	0	0	0	45212.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227646	A190-24	0	0	0	0	0	0	0	0	31934.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227762	A303-24	0	0	0	0	0	0	0	0	34387.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227604	A148-24	0	0	0	0	0	0	0	0	40659.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227505	A057-24	0	0	0	0	0	0	0	0	61143.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227774	A315-24	0	0	0	0	0	0	0	0	42400.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227597	A141-24	0	0	0	0	0	0	0	0	54008.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227769	A310-24	0	0	0	0	0	0	0	0	42710.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227814	A354-24	0	0	0	0	0	0	0	0	47257.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227817	A357-24	0	0	0	0	0	0	0	0	36261.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227583	A127-24b	0	0	0	0	0	0	0	0	35412.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227754	A295-24	0	0	0	0	0	0	0	0	28093.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227764	A305-24	0	0	0	0	0	0	0	0	36697.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227636	A180-24	0	0	0	0	0	0	0	0	37139.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227515	A066-20	0	0	0	0	0	0	0	0	48780.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227623	A167-24	0	0	0	0	0	0	0	0	40999.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227618	A162-24	0	0	0	0	0	0	0	0	34836.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227773	A314-24	0	0	0	0	0	0	0	0	51461.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227565	A112-20	0	0	0	0	0	0	0	0	45211.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227535	A084-20	0	0	0	0	0	0	0	0	40885.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227543	A091-20	0	0	0	0	0	0	0	0	33696.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227622	A166-24	0	0	0	0	0	0	0	0	37654.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227710	A250-24	0	0	0	0	0	0	0	0	35680.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227532	A082-20	0	0	0	0	0	0	0	0	43094.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227753	A294-24	0	0	0	0	0	0	0	0	21370.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227605	A149-24	0	0	0	0	0	0	0	0	34012.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227712	A252-24	0	0	0	0	0	0	0	0	30871.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227482	A038-20	0	0	0	0	0	0	0	0	41050.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227629	A173-24	0	0	0	0	0	0	0	0	36715.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227625	A169-24	0	0	0	0	0	0	0	0	42589.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227513	A065-20	0	0	0	0	0	0	0	0	36673.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227663	A207-20	0	0	0	0	0	0	0	0	32102.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227576	A122-20	0	0	0	0	0	0	0	0	46348.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227632	A176-24	0	0	0	0	0	0	0	0	48952.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227631	A175-24	0	0	0	0	0	0	0	0	34226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227637	A181-24	0	0	0	0	0	0	0	0	38943.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227630	A174-24	0	0	0	0	0	0	0	0	44303.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227628	A172-24	0	0	0	0	0	0	0	0	36080.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227653	A197-24	0	0	0	0	0	0	0	0	41133.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227713	A253-24	0	0	0	0	0	0	0	0	46377.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227624	A168-24	0	0	0	0	0	0	0	0	32271.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227651	A195-24	0	0	0	0	0	0	0	0	35773.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227657	A201-24	0	0	0	0	0	0	0	0	31888.0	0	0	0	0	0	0	0	2659.0	0	0	0	0	0	0	0	0	0	0	0	0
227716	A257-24	0	0	0	0	0	0	0	0	0	73790.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227485	A039-24	0	0	0	0	0	0	0	0	0	50536.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227533	A082-24	0	0	0	0	0	0	0	0	0	31306.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227527	A077-24	0	0	0	0	0	0	0	0	0	65221.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227776	A317-24	0	0	0	0	0	0	0	0	0	44196.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227540	A088-24	0	0	0	0	0	0	0	0	0	52324.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227536	A084-24	0	0	0	0	0	0	0	0	0	69239.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227537	A085-24	0	0	0	0	0	0	0	0	0	61984.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227529	A079-24	0	0	0	0	0	0	0	0	0	51202.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227506	A058-24	0	0	0	0	0	0	0	0	0	60612.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227729	A270-24	0	0	0	0	0	0	0	0	0	47197.0	0	0	0	0	0	0	1258.0	0	0	0	0	0	0	0	0	0	0	0	0
227767	A308-24	0	0	0	0	0	0	0	0	0	57086.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227771	A312-24	0	0	0	0	0	0	0	0	0	39943.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227726	A267-24	0	0	0	0	0	0	0	0	0	34454.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227806	A347-24	0	0	0	0	0	0	0	0	0	65085.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227795	A336-24	0	0	0	0	0	0	0	0	0	45677.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227572	A118-24	0	0	0	0	0	0	0	0	0	62869.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227802	A343-24	0	0	0	0	0	0	0	0	0	49429.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227744	A285-24	0	0	0	0	0	0	0	0	0	60854.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227494	A047-24	0	0	0	0	0	0	0	0	0	59624.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227528	A078-24	0	0	0	0	0	0	0	0	0	76050.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227544	A091-24	0	0	0	0	0	0	0	0	0	57844.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227786	A327-24	0	0	0	0	0	0	0	0	0	41888.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227718	A259-24	0	0	0	0	0	0	0	0	0	81800.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227723	A264-24	0	0	0	0	0	0	0	0	0	40045.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227520	A070-24	0	0	0	0	0	0	0	0	0	55835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227486	A040-24	0	0	0	0	0	0	0	0	0	86279.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227517	A067-24	0	0	0	0	0	0	0	0	0	49837.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227580	A125-24	0	0	0	0	0	0	0	0	0	48492.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227490	A043-24	0	0	0	0	0	0	0	0	0	57966.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227500	A052-24	0	0	0	0	0	0	0	0	0	54502.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227607	A151-24	0	0	0	0	0	0	0	0	0	31974.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227489	A043-20	0	0	0	0	0	0	0	0	0	41436.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227497	A049-24	0	0	0	0	0	0	0	0	0	66799.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227794	A335-24	0	0	0	0	0	0	0	0	0	47325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227793	A334-24	0	0	0	0	0	0	0	0	0	43285.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227693	A233-24	0	208.0	0	0	0	0	0	0	0	28912.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227668	A210-24	0	0	0	0	0	0	0	0	0	40303.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227800	A341-24	0	0	0	0	0	0	0	0	0	38304.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227719	A260-24	0	0	0	0	0	0	0	0	0	39848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227495	A048-24	0	0	0	0	0	0	0	0	0	49528.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227734	A275-24	0	0	0	0	0	0	0	0	0	54023.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227761	A302-24	0	0	0	0	0	0	0	0	0	32075.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227670	A212-24	0	0	0	0	0	0	0	0	0	29553.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227488	A042-24	0	0	0	0	0	0	0	0	0	53815.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227493	A046-24	0	0	0	0	0	0	0	0	0	36598.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227534	A083-24	0	0	0	0	0	0	0	0	0	27489.0	0	0	0	0	0	0	0	0	0	2725.0	0	0	0	0	0	0	0	0	0
227491	A044-24	0	0	0	0	0	0	0	0	0	54577.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227499	A051-24	0	0	0	0	0	0	0	0	0	38870.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227585	A129-24	0	0	0	0	0	0	0	0	0	62902.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227748	A289-24	0	0	0	0	0	0	0	0	0	40818.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227498	A050-24	0	0	0	0	0	0	0	0	0	43787.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227595	A139-24	0	0	0	0	0	0	0	0	0	50550.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227519	A069-24	0	0	0	0	0	0	0	0	0	56875.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227669	A211-24	0	0	0	0	0	0	0	0	0	24704.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227501	A053-24	0	0	0	0	0	0	0	0	0	63412.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227487	A041-24	0	0	0	0	0	0	0	0	0	49892.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227531	A081-24	0	0	0	0	0	0	0	0	0	34958.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227516	A066-24	0	0	0	0	0	0	0	0	0	42751.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227666	A209-24	0	0	0	0	0	0	0	0	0	15708.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227518	A068-24	0	0	0	0	0	0	0	0	0	49849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227582	A127-24	0	0	0	0	0	0	0	0	0	43832.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227747	A288-24	0	0	0	0	0	0	0	0	0	16787.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227811	A352-24	0	0	0	0	0	0	0	0	0	45602.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227654	A198-24	0	0	0	0	0	0	0	0	0	14725.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227736	A277-24	0	0	0	0	0	0	0	0	0	43981.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227616	A160-24	0	0	0	0	0	0	0	0	0	45604.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227813	A353-24	0	0	0	0	0	0	0	0	0	41364.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227664	A207-24	0	0	0	0	0	0	0	0	0	48122.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227652	A196-24	0	0	0	0	0	0	0	0	0	23288.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227508	A060-24	0	0	0	0	0	0	0	0	0	49078.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227812	A352-24b	0	0	0	0	0	0	0	0	0	14579.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227502	A054-24	0	0	0	0	0	0	0	0	0	22006.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227538	A086-24	0	0	0	0	0	0	268.0	0	0	30269.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227601	A145-24	0	0	0	0	0	0	0	0	0	42155.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227731	A272-24	0	0	0	0	0	0	0	0	0	36010.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227758	A299-24	0	0	0	0	0	0	0	0	0	34677.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227750	A291-24	0	0	0	0	0	0	0	0	0	32921.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227609	A153-24	0	0	0	0	0	0	0	0	0	41625.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227639	A183-24	0	0	0	0	0	0	0	0	0	43292.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227645	A189-24	0	0	0	0	0	0	0	0	0	30336.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227677	A218-20	0	0	0	0	0	0	0	0	0	34809.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227638	A182-24	0	0	0	0	0	0	0	0	0	48052.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227674	A216-20	0	0	0	0	0	0	0	0	0	46893.0	0	0	0	0	0	0	3428.0	0	0	0	0	0	0	0	0	0	0	0	0
227711	A251-24	0	0	0	0	0	0	0	0	0	36341.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227627	A171-24	0	0	0	0	0	0	0	0	0	25196.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227667	A210-20	0	0	0	0	0	0	0	0	0	40901.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227815	A355-24	0	0	0	0	0	0	0	0	0	30061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227478	A034-24	0	0	0	0	0	0	0	0	0	0	68983.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227464	A019-24	0	0	0	0	0	0	0	0	0	0	48007.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227468	A024-24	0	0	0	0	0	0	0	0	0	0	54047.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227467	A023-24	0	0	0	0	0	0	0	0	0	0	41685.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227480	A036-24	0	0	0	0	0	0	0	0	0	0	72101.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227461	A016-24	0	0	0	0	0	0	0	0	0	0	61380.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227475	A031-24	0	0	0	0	0	0	0	0	0	0	62379.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227459	A014-24	0	0	0	0	0	0	0	0	0	0	51961.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227471	A027-24	0	0	0	0	0	0	0	0	0	0	66771.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227476	A032-24	0	0	0	0	0	0	0	0	0	0	35299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227465	A020-24	0	0	0	0	0	0	0	0	0	0	62335.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227462	A017-24	0	0	191.0	0	0	0	0	0	0	0	50121.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227450	A005-24	0	0	0	0	0	0	0	0	0	0	53700.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227477	A033-24	0	0	0	0	0	0	0	0	0	0	65901.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227448	A003-24	0	0	0	0	0	0	0	0	0	0	46370.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227447	A002-24	0	0	0	0	0	0	0	0	0	0	51226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227474	A030-24	0	0	0	0	0	0	0	0	0	0	48528.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227466	A021-24	0	0	0	0	0	0	0	0	0	0	80681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227457	A012-24	0	0	0	0	0	0	0	0	0	0	49985.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227446	A001-24	0	0	0	0	0	0	0	0	0	0	59153.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227449	A004-24	0	0	0	0	0	0	0	0	0	0	49128.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227451	A006-24	0	0	0	0	0	0	0	0	0	0	45054.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227470	A026-24	0	0	0	0	0	0	0	0	0	0	52679.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227455	A010-24	0	0	0	0	0	0	0	0	0	0	55489.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227453	A008-24	0	0	0	0	0	0	0	0	0	0	33499.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227454	A009-24	0	0	0	0	0	0	0	0	0	0	46836.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227473	A029-24	0	0	0	0	0	0	0	0	0	0	53339.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227452	A007-24	0	0	0	0	0	0	0	0	0	0	47932.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227456	A011-24	0	0	0	0	0	0	0	0	0	0	48752.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227481	A037-24	0	0	0	0	0	0	0	0	0	0	65230.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227479	A035-24	0	0	0	0	0	0	0	0	0	0	39268.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227458	A013-24	0	0	0	0	0	0	0	0	0	0	51283.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227463	A018-24	0	0	0	0	0	0	0	0	0	0	38390.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227472	A028-24	0	0	0	0	0	0	0	0	0	0	15642.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227469	A025-24	0	0	0	0	0	0	0	38388.0	0	0	49786.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227542	A090-24	0	0	0	0	0	0	0	0	0	0	0	48972.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227539	A087-24	0	0	0	0	0	0	0	0	0	0	0	54787.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227546	A093-24	0	0	0	0	0	0	0	0	0	0	0	66838.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227681	A221-24	0	0	0	0	0	0	0	0	0	0	0	52170.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227541	A089-24	0	0	0	0	0	0	0	0	0	0	0	39348.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227680	A220-24	0	0	0	0	0	0	0	0	0	0	0	22035.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227672	A214-24	0	0	0	0	0	0	0	0	0	0	0	39163.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227547	A094-24	0	0	0	0	0	286.0	0	0	0	0	0	47270.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227530	A080-24	0	0	0	0	0	0	0	0	0	0	0	54461.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227671	A213-24	0	0	0	0	0	0	0	0	0	0	0	31176.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227676	A217-24	0	0	0	0	0	0	0	0	0	0	0	22503.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227675	A216-24	0	0	0	0	0	0	0	0	0	0	0	23657.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227673	A215-24	0	0	0	0	0	0	0	0	0	0	0	25023.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227682	A222-24	0	0	0	0	0	0	0	0	0	0	0	25294.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227496	A049-20	0	0	0	0	0	0	0	0	0	0	0	38521.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
