sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A1gr	A1gd	A1g	A1bw	A1bf	A1mm	A1ee	A1bx	5449252_A	3591_A	758820_A	1760215_A	1777556_A	758826_A	A1eb	204621_A	A1lo	A1h	758821_A	1180419_A	758749_A	1776538_A	1776701_A	887992_A	1776501_A	76715_A	A1jy	60374_A	5449259_A	60375_A	1776883_A	A1in	1777514_A	1275196_A	5449260_A	A2aa	A1dl	139081_A	59779_A	175120_A	5449261_A	139111_A	1275197_A	1776499_A	1776498_A	17915_A	1324513_A	1777613_A	A1p	60373_A	A1dv	5449262_A	1275202_A	1275205_A	15802_A	1776673_A	11589_A	2105_A	5449263_A	82588_A	5449267_A	1275204_A	3264_A	1275203_A	1777382_A	5449254_A	11417_A	3704327_A	617794_A	5449264_A	4645615_A	A1if	5449255_A	139101_A	1777377_A	56382_A	5449265_A	17921_A	17912_A	483882_A	3881_A	C3	C3k	C50a	C3ba	C50f	C50b	C3dq	C3a	C21ab	C29	C3b	C21	C21cf	C3gj	C3bo	C50q	C3cz	C3bm	C3bd	C3.10	C50aj	C3ad	C3acr	C3nc	C39ab	C3ah	C3ty	20959_C	412_C	C3uq	183_C	C3jv	C3fj	21264_C	C3ih	40851_C	C3ng	C3vy	3698_C	C3bp	C3jq	C3nf	C3gl	C15sy	40847_C	40995_C	C3abw	C3na	160_C	21810_C	C3au	49135_C	C1	C3fv	37133_C	C3fc	C3cp	C3db	21205_C	911558_C	C3tq	C3of	C3bh	21201_C	C21ba	37134_C	2091_C	C3ey	C42co	21167_C	C50ba	C3acq	C3mn	C21bq	C3vx	39300_C	20931_C	C3uv	37139_C	C42.2	1961927_C	9832_C	C50v	47060_C	C3rn	21185_C	48091_C	C3st	37289_C	5438339_C	C3fl	1067351_C	21170_C	64968_C	39517_C	20942_C	C21az	21173_C	41100_C	C3su	46988_C	C3my	C50cq	21274_C	41020_C	C31	912344_C	C3le	21193_C	C3yl	170538_C	C50ah	21188_C	C42u	C3wg	C3js	C3fn	1379135_C	C3f	C3nb	C3vt	C1b	42536_C	46984_C	21216_C	46980_C	1348425_C	C1c	37215_C	C42a	C3ij	434818_C	1871_C	21206_C	120340_C	C3fk	1348449_C	C3ae	C50p	42290_C	41068_C	C54b	465_C	21177_C	40758_C	21190_C	C3ua	C3ea	21207_C	21259_C	20894_C	21179_C	21184_C	928892_C	C50at	21174_C	135606_C	C3jr	C3vi	47056_C	37348_C	C3xs	2164_C	C3bj	1698440_C	49895_C	41080_C	924740_C	21813_C	1343691_C	21210_C	C1az	5438392_C	267574_C	C115l	260677_C	1964092_C	C50y	C3lr	21250_C	51_C	21212_C	C41p	C50aq	1961928_C	C1bz	267289_C	21217_C	C42ci	21181_C	C3h	1968550_C	37202_C	109758_C	5438312_C	60364_C	C115k	21302_C	1354314_C	C1au	1346_C	C15do	C50az	C72k	C42ch	738950_C	915103_C	21133_C	C3us	C3pi	21225_C	C3xu	21670_C	C42ay	3279782_C	C3cv	334_C	C115d	21035_C	20998_C	267256_C	424330_C	C42bt	C3ew	C3tn	C45f	20943_C	C3zl	C3tc	C3ur	283640_C	21347_C	70_C	1983539_C	C50bl	25556_C	1714_C	46032_C	46999_C	C42az	1443789_C	C42bu	C45e	51896_C	21215_C	32907_C	3638_C	C3up	1351851_C	930666_C	126131_C	C3.8	20964_C	C1al	C3at	101053_C	267543_C	2538_C	928036_C	5449266_C	C3lu	51075_C	C45i	1360036_C	21199_C	52987_C	C3j	48215_C	41083_C	C3ck	426212_C	266266_C	49227_C	C17ba	1961933_C	23943_C	C50ai	41019_C	21477_C	C42cc	C3hv	1304993_C	C3ss	945696_C	128275_C	C3or	21812_C	42218_C	37158_C	41090_C	C3gm	756108_C	419029_C	C3wf	47448_C	C3uw	47449_C	21191_C	2293527_C	C3av	21230_C	24569_C	1078656_C	267112_C	120254_C	1382824_C	5438332_C	5449258_C	5449257_C	5449256_C	22285_C	20945_C	3339_C	60368_C	21043_C	60365_C	21052_C	C1bt	873_C	2623238_C	1079692_C	40787_C	D1	134713_D	277011_D	31233_D	D17d	D1jw	D1r	D17e	23241_D	451775_D	D17r	D17i	D2	5449253_D	D17s	D17c	3214755_D	G3a	G3ai
227743	A284-24	A284-24_R1.fastq.gz	97c84af53b97729b2ccf9a921b1e954d85a7ef3bc16e7e5d891d08ca5db4ee9a	A284-24_R2.fastq.gz	72a3b577e5b835d1c6d6ddf5648c87943f265eb90dc5a168bceb45dd41510d37	1202	20250512T111116_marzoma1	73798	55228	1631	55167	1624	61	7	0	0	49862	26	0	0	1616	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	16.53333300	150.26666700	20240711	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5584	18538	3518	3690	2322	0	2884	1794	1277	1214	1055	429	336	0	0	1203	598	0	524	0	874	481	480	0	0	490	0	741	0	0	0	418	0	333	0	0	0	282	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227732	A273-24	A273-24_R1.fastq.gz	4ae70e19bc366883ae1d68a5965126a7d2a6f5d57f8c2dd26555af789632a694	A273-24_R2.fastq.gz	5a986d20cad06421452e40f100b03253782aadb8a2b8e92b1eebd3f324ab25e6	1202	20250512T111116_marzoma1	91311	67850	2053	67850	2053	0	0	0	0	60750	28	0	0	1522	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	16.52500000	150.28666700	20240711	6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11326	17884	5075	3466	3042	0	2366	2117	2459	1937	818	765	631	670	0	1149	748	0	710	372	513	716	0	298	0	602	0	535	0	0	0	0	0	307	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	897	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227791	A332-24	A332-24_R1.fastq.gz	88a33f15150658f738bb356bf9efe5848a1f1b1caee9ceabc934c05a99ddbb09	A332-24_R2.fastq.gz	16cd63903a75dd3fc602f92bd79c8504fe22c4bc3358a15be79943df62960b31	1202	20250512T111116_marzoma1	104262	77907	2254	77886	2251	21	3	0	0	68642	29	0	0	2012	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	16.96833300	149.90667000	20240714	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11928	22276	4875	4754	2873	0	2925	2739	2564	1180	602	866	1017	671	0	1279	742	0	702	464	809	627	551	419	371	680	0	727	0	0	0	338	0	473	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227741	A282-24	A282-24_R1.fastq.gz	d31d1e6e7db6efb60c7f75f86946c6d7db259e8d8e98ebf75d6a25283cbc7a4d	A282-24_R2.fastq.gz	9f2252864f5b9c9d913cb424612ee1382b3d85867864f62b366d00d1b4187ee1	1202	20250512T111116_marzoma1	88150	67743	1887	67720	1885	23	2	0	0	62256	27	0	0	2821	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	16.53333300	150.26666700	20240711	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6799	22759	4809	4754	2537	0	2990	1968	2502	1756	927	381	326	0	0	1711	718	0	504	0	1031	515	464	0	0	765	0	970	0	0	0	502	0	621	0	0	0	354	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227594	A138-24	A138-24_R1.fastq.gz	9b606b4714ecea77d6baa735f750afc009cda8f10dedd3afedb85b6c9e326618	A138-24_R2.fastq.gz	739f6481a26349e3117e2b72540a5b2b02fca5830f6911e2742e15cdfc41978f	1202	20250512T111116_marzoma1	103720	76351	2246	76328	2242	23	4	0	0	67184	27	0	0	1136	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	17.41767000	155.85738000	20240223	6.129032258064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11668	21841	4800	4078	3540	0	3144	2319	2450	1051	1047	892	1020	776	0	1187	1117	0	849	368	619	710	555	347	381	515	458	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227566	A112-24	A112-24_R1.fastq.gz	c63555b2f91973ec737ced5aa5b4b00a4335a3492e15ed065c84d7eedecc298e	A112-24_R2.fastq.gz	f98c15908ba7be9081d89bb477e7935a2d96713634400d0678393f436f0374a0	1202	20250512T111116_marzoma1	113154	85811	2481	85784	2477	24	3	3	1	78293	28	0	0	3855	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	17.41767000	155.85738000	20240222	2.5806451612903225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12016	25331	5928	5290	3404	0	3720	2460	3133	2655	1613	756	644	527	0	1474	1340	0	978	0	807	711	597	0	0	679	0	884	0	0	0	0	0	542	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	375	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227788	A329-24	A329-24_R1.fastq.gz	b528bd36254314298ee469de658d9a692f30bb903a9177bca1bc2b17dff847ed	A329-24_R2.fastq.gz	3258aa291216a36319959a6225dc2f86d7a4627cae24d65e9f210c5e5810823c	1202	20250512T111116_marzoma1	59988	44246	1421	44229	1419	17	2	0	0	39722	28	0	0	2550	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	16.96833300	149.90667000	20240714	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5091	14764	2965	2741	1601	0	1566	1232	1482	995	0	365	362	0	0	813	639	0	612	0	493	322	242	0	0	431	0	580	0	0	0	224	0	322	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	232	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227789	A330-24	A330-24_R1.fastq.gz	3de8e70a9c7b31bd6e9f37206926815f28ddc65d550055eb6e8e418571164b85	A330-24_R2.fastq.gz	a6f6e5bbaf37258468d9cdf2320621fd0e9debad6bdcb2c3b477fe241f43adc1	1202	20250512T111116_marzoma1	84961	64386	1902	64371	1900	15	2	0	0	58791	28	0	0	2008	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	16.96833300	149.90667000	20240714	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9183	19404	4856	3921	2510	0	2313	1917	2236	1635	1424	474	517	467	0	1228	841	0	676	0	677	610	434	0	0	522	0	609	0	0	0	0	0	410	0	0	0	374	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	290	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227606	A150-24	A150-24_R1.fastq.gz	9a5ba2a3b213c21c75b73ecb225ed08feb7d6a1deefee4303b97174516565ca8	A150-24_R2.fastq.gz	2779532953d3b87c66b47abbfdc417b73c265411434d72721de3b070a140f5b3	1202	20250512T111116_marzoma1	130904	100763	2760	100725	2755	32	3	6	2	91616	27	0	0	4685	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	17.37424000	155.84311000	20240224	8.709677419354838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11765	32114	7464	5633	3774	0	4270	2748	3889	3004	1630	801	667	0	0	1966	1802	0	1242	0	1011	828	0	0	0	959	0	1286	0	0	0	0	0	699	0	0	0	479	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	480	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227563	A110-24	A110-24_R1.fastq.gz	02d87d57021bf82af345ba47b0eb6a960695bffcddb405b70f2ced51abc698d7	A110-24_R2.fastq.gz	e867d3eebf6388280b7585cece3dd1f02d1a5c64ad047b6ccc12945bc04c543c	1202	20250512T111116_marzoma1	164727	128806	3413	128783	3411	23	2	0	0	116207	27	0	0	6462	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	humilis	17.41767000	155.85738000	20240222	3.8709677419354835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16055	38493	8870	7661	4904	0	5363	3666	5524	4154	2230	1077	903	0	0	2371	2379	0	1459	0	1361	995	0	0	0	1124	0	1637	0	0	0	0	0	988	0	0	0	551	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	605	0	0	0	0	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
